user-id,event-id,rating,tags_x,tags_y
3009,1478,,Class|Auto|Hobbies|Holiday,College|Park
3212,1478,,Family,College|Park
3009,1390,,Class|Auto|Hobbies|Holiday,Party|Other
3348,1390,,Business,Party|Other
3359,1390,,Science,Party|Other
3446,1390,,Drink,Party|Other
3009,1031,,Class|Auto|Hobbies|Holiday,Party|Music
3009,1361,,Class|Auto|Hobbies|Holiday,Tour|Community
3009,1379,,Class|Auto|Hobbies|Holiday,Conference|Business
3010,2219,,Tour|Gala,Other|Charity|Cause
3432,2219,,Praise,Other|Charity|Cause
3010,2245,,Tour|Gala,Conference|Business
3090,2245,,Tour|Film|Seminar|Travel,Conference|Business
3408,2245,,Party,Conference|Business
3487,2245,,Broadcast,Conference|Business
3010,1007,,Tour|Gala,Other
3047,1007,,Business|Rally,Other
3417,1007,,Culture,Other
3010,1662,,Tour|Gala,Networking
3253,1662,,Rally|Culture|Health,Networking
3011,1210,,Community|Cause,Party|Food|Drink
3179,1210,,Film|Film|Spirituality,Party|Food|Drink
3311,1210,,Holiday|Sport|Adventure,Party|Food|Drink
3422,1210,,Admission,Party|Food|Drink
3011,1063,,Community|Cause,Charity|Cause
3069,1063,,Tour|Course,Charity|Cause
3127,1063,,Adventure|Park|Seminar,Charity|Cause
3474,1063,,Club,Charity|Cause
3485,1063,,Culture|Race|Food|Outdoor,Charity|Cause
3011,2294,,Community|Cause,Performance|Music
3142,2294,,Health|Other|Adventure,Performance|Music
3498,2294,,Art,Performance|Music
3011,1476,,Community|Cause,Community
3433,1476,,Community,Community
3011,1621,,Community|Cause,Party|Food|Drink
3100,1621,,Product,Party|Food|Drink
3113,1621,,Social|Performance|Machine|Night,Party|Food|Drink
3404,1621,,Air|Seminar,Party|Food|Drink
3012,1594,,Fashion|Leadership|Social,Seminar|Government
3012,2415,,Fashion|Leadership|Social,Seminar|Community
3070,2415,,Education|Street|Convention,Seminar|Community
3094,2415,,Screening,Seminar|Community
3012,1137,,Fashion|Leadership|Social,Festival|Science|Tech
3124,1137,,Spring|Product|Boat|Attraction,Festival|Science|Tech
3152,1137,,College|Rally|Food|Admission,Festival|Science|Tech
3251,1137,,Night|Gobierno|Broadcast|Film,Festival|Science|Tech
3490,1137,,Charity|Government,Festival|Science|Tech
3012,2422,,Fashion|Leadership|Social,Performance|Art
3388,2422,,Film|Social,Performance|Art
3420,2422,,Club|Media,Performance|Art
3440,2422,,Science|Certificate,Performance|Art
3013,1952,,Sport|Health|Expo|Fitness,Networking|Business
3156,1952,,Ministries,Networking|Business
3210,1952,,Gobierno|Boat|History|Rally,Networking|Business
3309,1952,,Night|Music|Appearance|Education,Networking|Business
3013,2184,,Sport|Health|Expo|Fitness,Seminar|Health
3164,2184,,Race|Education|Workshop|Charity,Seminar|Health
3013,2451,,Sport|Health|Expo|Fitness,Performance|Music
3365,2451,,Gala|Appearance|Other,Performance|Music
3370,2451,,Praise|Media|Travel,Performance|Music
3013,1322,,Sport|Health|Expo|Fitness,Street|Food
3221,1322,,Race,Street|Food
3246,1322,,Seminar|Appearance|Club|Networking,Street|Food
3257,1322,,Food|Park,Street|Food
3332,1322,,Family,Street|Food
3477,1322,,Drink,Street|Food
3013,1708,,Sport|Health|Expo|Fitness,Festival
3150,1708,,Sport|Tournament|Party|Ministries,Festival
3421,1708,,Tech|Park,Festival
3014,2246,,Science|Game|Cause,Performance|Music
3258,2246,,Performance|Expo|Street|Media,Performance|Music
3014,2417,,Science|Game|Cause,Other|Sports|Fitness
3270,2417,,Charity|Culture|Culture|Spring,Other|Sports|Fitness
3014,1279,,Science|Game|Cause,Party|Art
3014,1274,,Science|Game|Cause,Retreat|Family|Education
3413,1274,,Broadcast|Sport|Law,Retreat|Family|Education
3427,1274,,Other|Expo,Retreat|Family|Education
3015,1513,,Certificate,Screening|Film|Media
3254,1513,,Community|Tour,Screening|Film|Media
3276,1513,,Sport|Gobierno|Night|Course,Screening|Film|Media
3304,1513,,Tour,Screening|Film|Media
3304,1513,,Tour,Screening|Film|Media
3307,1513,,Performance|Hobbies|Night,Screening|Film|Media
3015,1787,,Certificate,Performance|Health
3249,1787,,Spirituality,Performance|Health
3278,1787,,Science|Food|Charity|Travel,Performance|Health
3404,1787,,Air|Seminar,Performance|Health
3015,1586,,Certificate,Other|Charity|Cause
3015,1574,,Certificate,Party|Food|Drink
3052,1574,,Air|History|Appearance,Party|Food|Drink
3078,1574,,Seminar,Party|Food|Drink
3015,2271,,Certificate,Party|Food|Drink
3022,2271,,Tour|Appearance|Convention|Fashion,Party|Food|Drink
3016,1537,,Sports|Seminar|Certificate,Charity|Cause
3140,1537,,Rally|Lifestyle|Rally,Charity|Cause
3195,1537,,Lifestyle|Health,Charity|Cause
3315,1537,,Education|Drink|Home,Charity|Cause
3016,1432,,Sports|Seminar|Certificate,Gala|Community
3163,1432,,Hobbies|Race|Boat,Gala|Community
3016,2343,,Sports|Seminar|Certificate,Performance|Art
3077,2343,,Conference|Family,Performance|Art
3093,2343,,Auto|Family|Rally,Performance|Art
3230,2343,,Family,Performance|Art
3240,2343,,Business|Education|College,Performance|Art
3016,1073,,Sports|Seminar|Certificate,Race|Sports|Fitness
3481,1073,,Spring|Finance|Party|Broadcast,Race|Sports|Fitness
3493,1073,,Party|Dinner|Celebration|Course,Race|Sports|Fitness
3016,2009,,Sports|Seminar|Certificate,Other|Government
3286,2009,,Game|Social|Drink|Food,Other|Government
3017,1317,,Home|Seminar|Family|Government,Party
3168,1317,,Law|Attraction|Fitness|Film,Party
3309,1317,,Night|Music|Appearance|Education,Party
3017,2141,,Home|Seminar|Family|Government,Performance|Film|Media
3103,2141,,Air|Art|Screening|History,Performance|Film|Media
3134,2141,,Networking|Sport,Performance|Film|Media
3247,2141,,Hobbies|Tournament|Other|Holiday,Performance|Film|Media
3382,2141,,Night|Drink,Performance|Film|Media
3384,2141,,Product,Performance|Film|Media
3411,2141,,Gala|Cause|Certificate|Sport,Performance|Film|Media
3017,2318,,Home|Seminar|Family|Government,Performance|Charity|Cause
3076,2318,,Church|Boat|Leadership|Law,Performance|Charity|Cause
3418,2318,,Tour|Lifestyle,Performance|Charity|Cause
3017,2376,,Home|Seminar|Family|Government,Class|Family|Education
3417,2376,,Culture,Class|Family|Education
3456,2376,,Performance|Home|Finance|Social,Class|Family|Education
3017,1958,,Home|Seminar|Family|Government,Spirituality
3124,1958,,Spring|Product|Boat|Attraction,Spirituality
3132,1958,,College|Food,Spirituality
3387,1958,,Tech,Spirituality
3018,1821,,Product|Home,Conference|Science|Tech
3133,1821,,Convention,Conference|Science|Tech
3018,2191,,Product|Home,Attraction|Family|Education
3018,1971,,Product|Home,Tour|Business
3060,1971,,Government|Other|Drink|Travel,Tour|Business
3113,1971,,Social|Performance|Machine|Night,Tour|Business
3311,1971,,Holiday|Sport|Adventure,Tour|Business
3376,1971,,Screening,Tour|Business
3018,2090,,Product|Home,Festival|Food|Drink
3073,2090,,Boat,Festival|Food|Drink
3018,2082,,Product|Home,Party|Community
3019,1529,,Machine|Rally|Finance,Conference|Science|Tech
3262,1529,,Gala,Conference|Science|Tech
3318,1529,,Class|Cause|Night,Conference|Science|Tech
3019,2314,,Machine|Rally|Finance,Party|Food|Drink
3350,2314,,Spring|Media|Holiday|Convention,Party|Food|Drink
3390,2314,,Hobbies,Party|Food|Drink
3019,1739,,Machine|Rally|Finance,Party|Charity|Cause
3195,1739,,Lifestyle|Health,Party|Charity|Cause
3213,1739,,Holiday|Praise|Certificate|Seminar,Party|Charity|Cause
3019,2345,,Machine|Rally|Finance,Party|Charity|Cause
3204,2345,,Air,Party|Charity|Cause
3458,2345,,Finance,Party|Charity|Cause
3019,1838,,Machine|Rally|Finance,Conference|Science|Tech
3020,1179,,Lifestyle|Seminar|Festival|Art,Performance|Art
3020,2431,,Lifestyle|Seminar|Festival|Art,Conference|Family|Education
3457,2431,,Air|Charity|Praise,Conference|Family|Education
3020,1967,,Lifestyle|Seminar|Festival|Art,Party|
3041,1967,,Gobierno|Tour|Finance,Party|
3287,1967,,Networking|Park,Party|
3020,1702,,Lifestyle|Seminar|Festival|Art,Gala
3057,1702,,Game,Gala
3020,1357,,Lifestyle|Seminar|Festival|Art,Performance|Art
3021,1103,,Other|Screening,Game|Business
3021,1382,,Other|Screening,Networking|Food|Drink
3021,1086,,Other|Screening,Party|Food|Drink
3021,1560,,Other|Screening,Festival|Business
3243,1560,,Education|Appearance,Festival|Business
3252,1560,,Conference,Festival|Business
3022,2238,,Tour|Appearance|Convention|Fashion,Networking|Business
3022,1873,,Tour|Appearance|Convention|Fashion,Festival|Health
3265,1873,,Workshop|Tech|Broadcast|Education,Festival|Health
3022,1449,,Tour|Appearance|Convention|Fashion,Seminar|Other
3096,1449,,Social|Machine,Seminar|Other
3191,1449,,Class|Travel,Seminar|Other
3336,1449,,Retreat,Seminar|Other
3379,1449,,Performance,Seminar|Other
3022,2327,,Tour|Appearance|Convention|Fashion,Gala
3462,2327,,Admission,Gala
3023,1820,,Other|Club,Party|Community
3078,1820,,Seminar,Party|Community
3023,1527,,Other|Club,Festival|Food|Drink
3439,1527,,Club|Adventure,Festival|Food|Drink
3023,1738,,Other|Club,Festival|Family|Education
3023,1232,,Other|Club,Class|Health
3024,2385,,Celebration|Spirituality|Course,Performance|Art
3345,2385,,Street|Media|Dinner,Performance|Art
3470,2385,,Travel,Performance|Art
3024,1641,,Celebration|Spirituality|Course,Seminar|Community
3026,1641,,Game|Fitness|Machine|Gala,Seminar|Community
3039,1641,,Culture|Product|Celebration|Business,Seminar|Community
3176,1641,,Festival|Fitness|Boat|Seminar,Seminar|Community
3024,1212,,Celebration|Spirituality|Course,Festival|Other
3157,1212,,College|Education|Race|Spirituality,Festival|Other
3273,1212,,Adventure|Adventure|Travel,Festival|Other
3024,1926,,Celebration|Spirituality|Course,Seminar|Science|Tech
3025,1800,,Lifestyle|Food|Law|Art,Conference|Family|Education
3225,1800,,Auto|Film,Conference|Family|Education
3447,1800,,Celebration|College,Conference|Family|Education
3025,2344,,Lifestyle|Food|Law|Art,Performance|Art
3200,2344,,Festival|Tournament,Performance|Art
3025,2056,,Lifestyle|Food|Law|Art,Seminar|Government
3077,2056,,Conference|Family,Seminar|Government
3025,1095,,Lifestyle|Food|Law|Art,Music
3114,1095,,Festival|Appearance,Music
3025,1223,,Lifestyle|Food|Law|Art,Gala|Charity|Cause
3126,1223,,Education|Attraction|Family|Gobierno,Gala|Charity|Cause
3440,1223,,Science|Certificate,Gala|Charity|Cause
3461,1223,,Performance,Gala|Charity|Cause
3026,1402,,Game|Fitness|Machine|Gala,Festival|Holiday
3224,1402,,History|Machine,Festival|Holiday
3350,1402,,Spring|Media|Holiday|Convention,Festival|Holiday
3026,1349,,Game|Fitness|Machine|Gala,Festival|Film|Media
3026,1683,,Game|Fitness|Machine|Gala,Networking|Community
3097,1683,,Tour|Media|College|Networking,Networking|Community
3291,1683,,Home|Auto|Praise,Networking|Community
3026,1359,,Game|Fitness|Machine|Gala,Party
3151,1359,,Appearance,Party
3262,1359,,Gala,Party
3027,1111,,Film|History|Convention|Health,Food|Drink|Other|Party
3454,1111,,Night|Food|Celebration,Food|Drink|Other|Party
3027,2386,,Film|History|Convention|Health,Class|Business
3312,2386,,Retreat,Class|Business
3027,1008,,Film|History|Convention|Health,Seminar|Sports|Fitness
3027,2493,,Film|History|Convention|Health,Party|Music
3204,2493,,Air,Party|Music
3395,2493,,History,Party|Music
3028,2363,,Film,Screening|Film|Media
3028,2478,,Film,Party|Other
3429,2478,,College|Boat|Broadcast,Party|Other
3028,1258,,Film,Performance|Music
3233,1258,,Party|Workshop,Performance|Music
3347,1258,,Sports|Cause,Performance|Music
3028,1827,,Film,Conference|Business
3144,1827,,Charity,Conference|Business
3028,2160,,Film,Party|Music
3146,2160,,Rally,Party|Music
3029,1578,,Ministries|Sports|Family|Holiday,Party|Food|Drink
3275,1578,,Festival|Attraction|Family,Party|Food|Drink
3029,1053,,Ministries|Sports|Family|Holiday,Party|Food|Drink
3189,1053,,Conference|Science|Finance,Party|Food|Drink
3433,1053,,Community,Party|Food|Drink
3029,2134,,Ministries|Sports|Family|Holiday,Party|Other
3059,2134,,College|Music,Party|Other
3125,2134,,Fitness,Party|Other
3331,2134,,Park|Celebration|Conference|College,Party|Other
3382,2134,,Night|Drink,Party|Other
3029,2462,,Ministries|Sports|Family|Holiday,Tour|Sports|Fitness
3297,2462,,Tour|Seminar,Tour|Sports|Fitness
3030,2358,,Holiday|Film,Networking
3030,1857,,Holiday|Film,Party|Business
3464,1857,,Conference|Broadcast|Party|Charity,Party|Business
3030,1090,,Holiday|Film,Performance|Music
3030,2339,,Holiday|Film,Performance|Art
3303,2339,,Street,Performance|Art
3030,2172,,Holiday|Film,Conference|Business
3098,2172,,Media|Convention|Travel,Conference|Business
3291,2172,,Home|Auto|Praise,Conference|Business
3031,2396,,Ministries,Rally|Charity|Cause
3049,2396,,Holiday|Game|Workshop,Rally|Charity|Cause
3137,2396,,Broadcast,Rally|Charity|Cause
3232,2396,,Product|Class|Boat|Street,Rally|Charity|Cause
3480,2396,,Screening|Science,Rally|Charity|Cause
3031,1021,,Ministries,Party|Charity|Cause
3062,1021,,Broadcast|Expo|Media,Party|Charity|Cause
3182,1021,,Social,Party|Charity|Cause
3366,1021,,Holiday|Hobbies|Government,Party|Charity|Cause
3031,1950,,Ministries,Other|Community
3128,1950,,Spirituality|Screening,Other|Community
3031,1704,,Ministries,Class|Community
3144,1704,,Charity,Class|Community
3412,1704,,Family|Admission|Seminar,Class|Community
3032,2269,,Night|Club|Dinner,Conference|Business
3136,2269,,Adventure,Conference|Business
3032,2332,,Night|Club|Dinner,Party|Other
3032,1407,,Night|Club|Dinner,Tour|Film|Media
3469,1407,,Fashion|Charity,Tour|Film|Media
3032,1228,,Night|Club|Dinner,Performance|Music
3081,1228,,Lifestyle|Workshop,Performance|Music
3032,2216,,Night|Club|Dinner,Festival|Health
3048,2216,,Ministries|Rally,Festival|Health
3315,2216,,Education|Drink|Home,Festival|Health
3386,2216,,Fitness|Festival|Home,Festival|Health
3033,1830,,Gala,Conference|Business
3033,1045,,Gala,Workshop
3033,2406,,Gala,Class|Auto|Boat|Air
3033,1511,,Gala,Class|Business
3366,1511,,Holiday|Hobbies|Government,Class|Business
3410,1511,,Night|Fashion|Government|Game,Class|Business
3033,2005,,Gala,Tour|Travel|Outdoor
3034,1571,,Praise|Spring,Tour|Art
3077,1571,,Conference|Family,Tour|Art
3152,1571,,College|Rally|Food|Admission,Tour|Art
3292,1571,,Leadership|Spring|Film|Charity,Tour|Art
3034,2504,,Praise|Spring,Conference|Health
3063,2504,,Auto,Conference|Health
3233,2504,,Party|Workshop,Conference|Health
3034,1883,,Praise|Spring,Seminar|
3113,1883,,Social|Performance|Machine|Night,Seminar|
3214,1883,,Family|Appearance,Seminar|
3034,1313,,Praise|Spring,Community|Workshop
3034,1745,,Praise|Spring,Other|Charity|Cause
3188,1745,,Health|Product|Course,Other|Charity|Cause
3035,1802,,Community|Rally|Film,Screening|Community
3164,1802,,Race|Education|Workshop|Charity,Screening|Community
3035,2377,,Community|Rally|Film,Party|Health
3149,2377,,Science,Party|Health
3359,2377,,Science,Party|Health
3035,1729,,Community|Rally|Film,Screening|Film|Media
3367,1729,,Course|Film|Club|Community,Screening|Film|Media
3382,1729,,Night|Drink,Screening|Film|Media
3035,1953,,Community|Rally|Film,Conference|Business
3119,1953,,Seminar|Broadcast,Conference|Business
3365,1953,,Gala|Appearance|Other,Conference|Business
3035,1421,,Community|Rally|Film,Party|Community
3065,1421,,Game,Party|Community
3164,1421,,Race|Education|Workshop|Charity,Party|Community
3036,1030,,Performance|Film|Game,Certificate
3197,1030,,Science|Class,Certificate
3409,1030,,Health|Tour|Art|Conference,Certificate
3494,1030,,Food,Certificate
3036,1983,,Performance|Film|Game,Party|Community
3076,1983,,Church|Boat|Leadership|Law,Party|Community
3228,1983,,Seminar|Street|Hobbies|Art,Party|Community
3237,1983,,Travel|Game,Party|Community
3360,1983,,Tech|Community|Conference,Party|Community
3036,2248,,Performance|Film|Game,Other|Other
3061,2248,,Night,Other|Other
3072,2248,,Education|Music|Community,Other|Other
3036,1241,,Performance|Film|Game,Networking|Business
3068,1241,,Tech|Business,Networking|Business
3206,1241,,Workshop|Conference|Night,Networking|Business
3290,1241,,Sports,Networking|Business
3342,1241,,Street,Networking|Business
3036,1301,,Performance|Film|Game,Conference
3072,1301,,Education|Music|Community,Conference
3397,1301,,Product|Media,Conference
3399,1301,,Home|Fitness|History,Conference
3402,1301,,Air,Conference
3037,1028,,Party|Festival,Performance|Art
3318,1028,,Class|Cause|Night,Performance|Art
3458,1028,,Finance,Performance|Art
3475,1028,,Race|Networking|Outdoor,Performance|Art
3037,2258,,Party|Festival,Festival|Holiday
3277,2258,,Film,Festival|Holiday
3037,2370,,Party|Festival,Performance|Art
3038,2370,,Night|Government|Other,Performance|Art
3218,2370,,Praise|Celebration|Retreat|Art,Performance|Art
3274,2370,,Retreat|Fitness|Tour,Performance|Art
3490,2370,,Charity|Government,Performance|Art
3037,1040,,Party|Festival,Conference|Spirituality
3160,1040,,Tour|Art,Conference|Spirituality
3490,1040,,Charity|Government,Conference|Spirituality
3037,2035,,Party|Festival,Performance|Music
3195,2035,,Lifestyle|Health,Performance|Music
3373,2035,,Fitness|Spirituality|Retreat|Course,Performance|Music
3038,1097,,Night|Government|Other,Music
3298,1097,,Tournament|Ministries|Networking,Music
3306,1097,,Game,Music
3346,1097,,Boat,Music
3417,1097,,Culture,Music
3487,1097,,Broadcast,Music
3038,2043,,Night|Government|Other,Retreat|Family|Education
3104,2043,,Broadcast|Machine|Government,Retreat|Family|Education
3197,2043,,Science|Class,Retreat|Family|Education
3245,2043,,Convention,Retreat|Family|Education
3266,2043,,Social|Club|Health,Retreat|Family|Education
3038,1471,,Night|Government|Other,Party|Food|Drink
3296,1471,,Game|Sport,Party|Food|Drink
3314,1471,,Auto,Party|Food|Drink
3432,1471,,Praise,Party|Food|Drink
3038,1678,,Night|Government|Other,Convention|Film|Media
3039,1856,,Culture|Product|Celebration|Business,Party|Community
3047,1856,,Business|Rally,Party|Community
3110,1856,,Screening|Race|Spring,Party|Community
3466,1856,,Finance|Appearance|Sport,Party|Community
3039,1101,,Culture|Product|Celebration|Business,Performance|Music
3389,1101,,Hobbies|Food|Air,Performance|Music
3039,2214,,Culture|Product|Celebration|Business,Networking|Fashion
3039,1408,,Culture|Product|Celebration|Business,Performance|Music
3040,2104,,Festival|History|Gobierno|Air,Party|Food|Drink
3153,2104,,Adventure,Party|Food|Drink
3227,2104,,Performance,Party|Food|Drink
3392,2104,,Drink|Finance|Gobierno,Party|Food|Drink
3445,2104,,Spring|Science|Art,Party|Food|Drink
3040,1839,,Festival|History|Gobierno|Air,Party|Community
3290,1839,,Sports,Party|Community
3426,1839,,Workshop|Education,Party|Community
3481,1839,,Spring|Finance|Party|Broadcast,Party|Community
3040,1074,,Festival|History|Gobierno|Air,Seminar|Spirituality
3117,1074,,Performance|Tournament|Finance,Seminar|Spirituality
3247,1074,,Hobbies|Tournament|Other|Holiday,Seminar|Spirituality
3040,1452,,Festival|History|Gobierno|Air,Networking|Business
3171,1452,,Church,Networking|Business
3198,1452,,Retreat|Fitness|Product|Park,Networking|Business
3251,1452,,Night|Gobierno|Broadcast|Film,Networking|Business
3040,2272,,Festival|History|Gobierno|Air,Conference|Business
3041,1435,,Gobierno|Tour|Finance,Conference|Business
3305,1435,,Drink|Media|Screening,Conference|Business
3041,1706,,Gobierno|Tour|Finance,Performance|Music
3141,1706,,Game|Class|Church,Performance|Music
3041,1061,,Gobierno|Tour|Finance,Conference|Business
3088,1061,,Dinner|Auto|Night|Drink,Conference|Business
3159,1061,,Culture|Race|Finance,Conference|Business
3395,1061,,History,Conference|Business
3041,1463,,Gobierno|Tour|Finance,Seminar|Other
3042,1242,,Retreat|Boat,Networking
3267,1242,,Celebration|Holiday|Home,Networking
3042,1790,,Retreat|Boat,Party|Community
3295,1790,,Other,Party|Community
3325,1790,,Culture|Tour|Spring,Party|Community
3042,2023,,Retreat|Boat,Class|Other
3355,2023,,Game|Art|Course,Class|Other
3042,2400,,Retreat|Boat,Networking|Film|Media
3356,2400,,Science,Networking|Film|Media
3042,1424,,Retreat|Boat,Performance|Art
3048,1424,,Ministries|Rally,Performance|Art
3057,1424,,Game,Performance|Art
3043,2064,,Spring|Admission|Game,Game|Family|Education
3122,2064,,Tournament,Game|Family|Education
3203,2064,,Outdoor,Game|Family|Education
3338,2064,,Conference|Business|Boat,Game|Family|Education
3043,1731,,Spring|Admission|Game,Party|Food|Drink
3044,1731,,Rally|Law|Travel,Party|Food|Drink
3282,1731,,Tech,Party|Food|Drink
3387,1731,,Tech,Party|Food|Drink
3043,2341,,Spring|Admission|Game,Conference|Health
3343,2341,,Ministries|Praise,Conference|Health
3494,2341,,Food,Conference|Health
3043,2060,,Spring|Admission|Game,Conference|Business
3054,2060,,Social|Tech|Music,Conference|Business
3401,2060,,Culture,Conference|Business
3043,1310,,Spring|Admission|Game,Party|Music
3086,1310,,Game|Appearance,Party|Music
3123,1310,,Government|Street,Party|Music
3044,1211,,Rally|Law|Travel,Screening|Film|Media
3096,1211,,Social|Machine,Screening|Film|Media
