web-scraper-order	web-scraper-start-url	url	url-href	title	date	time	venue	price	tags							
1554597015-880	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	"Atlanta, GA 30324"	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596871-798	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=24	The 4th Annual Steeple AwardsThe 4th Annual Steeple Awards	https://www.eventbrite.com/e/the-4th-annual-steeple-awards-tickets-56342846972?aff=ebdssbdestsearch	The 4th Annual Steeple Awards	"Sat, April 27, 2019"	4:00 PM – 7:00 PM EDT	Siloam Church International	$25 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Music""}]"							
1554596930-830	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=17	Fuse 19 - ExponentialFuse 19 - Exponential	https://www.eventbrite.com/e/fuse-19-exponential-tickets-51457010303?aff=ebdssbdestsearch	Fuse 19 - Exponential	"Wed, Jun 5, 2019, 5:00 PM –"	"Fri, Jun 7, 2019, 5:00 PM EDT"	United States	$175 – $895	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596803-758	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=32	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od OdellWord is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	https://www.eventbrite.com/e/word-is-born-spoken-word-poetry-open-mic-2nd-sundays-hosted-by-od-odell-tickets-54379723216?aff=ebdssbdestsearch	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	"Sun, April 14, 2019"	7:00 PM – 10:00 PM EDT	No Refunds	$10 – $25	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Arts""}]"							
1554596803-755	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=32	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od OdellWord is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	https://www.eventbrite.com/e/word-is-born-spoken-word-poetry-open-mic-2nd-sundays-hosted-by-od-odell-tickets-54379723216?aff=ebdssbdestsearch	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	"Sun, April 14, 2019"	7:00 PM – 10:00 PM EDT	"Atlanta, GA 30308"	$10 – $25	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Arts""}]"							
1554596906-819	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=20	The Path to Becoming A Billion Dollar A Year Firm - ATLANTAThe Path to Becoming A Billion Dollar A Year Firm - ATLANTA	https://www.eventbrite.com/e/the-path-to-becoming-a-billion-dollar-a-year-firm-atlanta-tickets-56504654944?aff=ebdssbdestsearch	The Path to Becoming A Billion Dollar A Year Firm - ATLANTA	"Tue, April 30, 2019"	1:00 PM – 5:00 PM EDT	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596734-720	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=38	Plant WorkshopsPlant Workshops	https://www.eventbrite.com/e/plant-workshops-tickets-54777220140?aff=ebdssbdestsearch	Plant Workshops	"Sat, April 27, 2019"	11:00 AM – 1:30 PM EDT	675 Ponce De Leon Ave	$75 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Home & Lifestyle""}]"							
1554596990-870	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=10	8th Annual Gala: #ANightofFashion8th Annual Gala: #ANightofFashion	https://www.eventbrite.com/e/8th-annual-gala-anightoffashion-tickets-42660392382?aff=ebdssbdestsearch	8th Annual Gala: #ANightofFashion	"Sun, April 28, 2019"	6:00 PM – 9:00 PM EDT	United States	"$0 – $10,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Fashion""}]"							
1554596840-775	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	Generator	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596813-760	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=31	Private Label: Erick Morillo - Ravine AtlantaPrivate Label: Erick Morillo - Ravine Atlanta	https://www.eventbrite.com/e/private-label-erick-morillo-ravine-atlanta-tickets-58324150103?aff=ebdssbdestsearch	Private Label: Erick Morillo - Ravine Atlanta	"Sat, May 4, 2019, 10:00 PM –"	"Sun, May 5, 2019, 3:00 AM EDT"	1021 Peachtree Street	$15 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596923-824	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	United States	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596743-725	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=37	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership South Fulton)2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	https://www.eventbrite.com/e/2019-leadercast-south-fulton-one-day-conference-kick-off-to-leadership-south-fulton-tickets-51207747752?aff=ebdssbdestsearch	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	"Fri, June 7, 2019"	9:00 AM – 4:00 PM EDT	Renaissance Atlanta Airport Gateway Hotel	$140 – $600	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596678-679	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	3344 Peachtree Road NE	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554596791-746	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	Infinity Restaurant & Lounge LLC	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554596957-847	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=14	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Event""FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	https://www.eventbrite.com/e/faithtalk-atlanta-1047-the-fish-present-the-2019-women-in-ministry-event-tickets-54728196509?aff=ebdssbdestsearch	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	"Tue, May 21, 2019"	10:00 AM – 1:00 PM EDT	United States	$10 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Seminar""},{""tags"":""Spirituality""}]"							
1554596823-767	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=30	ATL Tech Gives Back April 2019ATL Tech Gives Back April 2019	https://www.eventbrite.com/e/atl-tech-gives-back-april-2019-tickets-58791409689?aff=ebdssbdestsearch	ATL Tech Gives Back April 2019	"Thu, April 11, 2019"	1:00 PM – 4:00 PM EDT	United States	$12 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Charity & Causes""}]"							
1554596754-731	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=36	2019 Sisters of the Soil Symposium2019 Sisters of the Soil Symposium	https://www.eventbrite.com/e/2019-sisters-of-the-soil-symposium-tickets-54752806117?aff=ebdssbdestsearch	2019 Sisters of the Soil Symposium	"Sat, April 27, 2019"	9:00 AM – 2:00 PM EDT	350 Spelman Lane	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Health""}]"							
1554596659-670	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596997-875	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=9	Cobb County Prayer Breakfast 2019Cobb County Prayer Breakfast 2019	https://www.eventbrite.com/e/cobb-county-prayer-breakfast-2019-tickets-54754894363?aff=ebdssbdestsearch	Cobb County Prayer Breakfast 2019	"Thu, May 2, 2019"	6:30 AM – 9:00 AM EDT	United States	"$25 – $1,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Other""},{""tags"":""Spirituality""}]"							
1554596780-742	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=34	Just Chef Mack’s Spring Time Brunch EventJust Chef Mack’s Spring Time Brunch Event	https://www.eventbrite.com/e/just-chef-macks-spring-time-brunch-event-tickets-57761334707?aff=ebdssbdestsearch	Just Chef Mack’s Spring Time Brunch Event	"Sun, April 14, 2019"	12:00 PM – 3:00 PM EDT	Suite L	$55 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596923-822	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	4555 Mavell Road	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596840-781	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	No Refunds	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596692-691	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=43	The Power Of CreditThe Power Of Credit	https://www.eventbrite.com/e/the-power-of-credit-tickets-59289991962?aff=ebdssbdestsearch	The Power Of Credit	"Sat, April 13, 2019"	2:00 PM – 4:00 PM EDT	Skyline	Free	"[{""tags"":""Things to do in Ellenwood, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596938-834	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=16	Encore! Drinks and Disney - Adults OnlyEncore! Drinks and Disney - Adults Only	https://www.eventbrite.com/e/encore-drinks-and-disney-adults-only-tickets-59394510580?aff=ebdssbdestsearch	Encore! Drinks and Disney - Adults Only	"Sat, April 6, 2019"	8:30 PM – 10:00 PM EDT	2836 Lavista Road	$20 	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554597058-901	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=2	3rd Annual Taco & Tequila Crawl: ATL3rd Annual Taco & Tequila Crawl: ATL	https://www.eventbrite.com/e/3rd-annual-taco-tequila-crawl-atl-tickets-54247720392?aff=ebdssbdestsearch	3rd Annual Taco & Tequila Crawl: ATL	"Sat, June 22, 2019"	12:00 PM – 6:00 PM EDT	United States	$20 – $40	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"							
1554596997-876	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=9	Cobb County Prayer Breakfast 2019Cobb County Prayer Breakfast 2019	https://www.eventbrite.com/e/cobb-county-prayer-breakfast-2019-tickets-54754894363?aff=ebdssbdestsearch	Cobb County Prayer Breakfast 2019	"Thu, May 2, 2019"	6:30 AM – 9:00 AM EDT	"View Map
									View Map"	"$25 – $1,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Other""},{""tags"":""Spirituality""}]"							
1554597015-878	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	District Atlanta	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596856-788	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=26	Randall BramblettRandall Bramblett	https://www.eventbrite.com/e/randall-bramblett-tickets-59549411894?aff=ebdssbdestsearch	Randall Bramblett	"Sat, June 8, 2019"	8:00 PM – 11:00 PM EDT	Steve's Live Music House Concerts	$22 	"[{""tags"":""Things to do in Sandy Springs, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596880-803	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=23	Friday Comedy @ Oak LoungeFriday Comedy @ Oak Lounge	https://www.eventbrite.com/e/friday-comedy-oak-lounge-tickets-54452388560?aff=ebdssbdestsearch	Friday Comedy @ Oak Lounge	"Fri, Apr 5, 2019, 10:00 PM –"	"Sat, Apr 6, 2019, 12:00 AM EDT"	Oak Comedy Lounge	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Attraction""},{""tags"":""Music""}]"							
1554596938-837	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=16	Encore! Drinks and Disney - Adults OnlyEncore! Drinks and Disney - Adults Only	https://www.eventbrite.com/e/encore-drinks-and-disney-adults-only-tickets-59394510580?aff=ebdssbdestsearch	Encore! Drinks and Disney - Adults Only	"Sat, April 6, 2019"	8:30 PM – 10:00 PM EDT	"View Map
									View Map"	$20 	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596823-766	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=30	ATL Tech Gives Back April 2019ATL Tech Gives Back April 2019	https://www.eventbrite.com/e/atl-tech-gives-back-april-2019-tickets-58791409689?aff=ebdssbdestsearch	ATL Tech Gives Back April 2019	"Thu, April 11, 2019"	1:00 PM – 4:00 PM EDT	"Atlanta, GA 30308"	$12 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Charity & Causes""}]"							
1554596754-734	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=36	2019 Sisters of the Soil Symposium2019 Sisters of the Soil Symposium	https://www.eventbrite.com/e/2019-sisters-of-the-soil-symposium-tickets-54752806117?aff=ebdssbdestsearch	2019 Sisters of the Soil Symposium	"Sat, April 27, 2019"	9:00 AM – 2:00 PM EDT	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Health""}]"							
1554596659-671	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	No Refunds	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596833-773	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=29	420 Shop and Paint420 Shop and Paint	https://www.eventbrite.com/e/420-shop-and-paint-tickets-58830556779?aff=ebdssbdestsearch	420 Shop and Paint	"Sat, Apr 20, 2019, 7:00 PM –"	"Sun, Apr 21, 2019, 12:00 AM EDT"	United States	$0 – $100	"[{""tags"":""Things to do in Forest Park, GA""}]"							
1554596668-672	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=46	A LAVISH FALL ADULT PROM A LAVISH FALL ADULT PROM	https://www.eventbrite.com/e/a-lavish-fall-adult-prom-tickets-56523734010?aff=ebdssbdestsearch	A LAVISH FALL ADULT PROM	"Sat, Sep 21, 2019, 7:00 PM –"	"Sun, Sep 22, 2019, 12:00 AM EDT"	DoubleTree by Hilton Atlanta-Marietta	$82.50 – $85	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""}]"							
1554596864-795	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=25	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT THE HIVE BUCKHEAD ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	https://www.eventbrite.com/e/atlanta-fav-brunch-party-every-sunday-bottomless-mimosas-available-at-the-hive-buckhead-tickets-39274367691?aff=ebdssbdestsearch	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	"Sun, Apr 7, 2019, 11:00 AM –"	"Mon, Apr 8, 2019, 12:30 AM EDT"	"Atlanta, GA 30309"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Music""}]"							
1554596973-855	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=12	ATL’s # 1 Sunday Day Party @ Eleven45 ATL’s # 1 Sunday Day Party @ Eleven45	https://www.eventbrite.com/e/atls-1-sunday-day-party-eleven45-tickets-49362312004?aff=ebdssbdestsearch	ATL’s # 1 Sunday Day Party @ Eleven45	"Sun, April 7, 2019"	3:00 PM – 10:00 PM EDT	Elleven45 Lounge	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""}]"							
1554597042-891	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=4	Vice Mondays Ladies Night At Tongue and Groove - RSVP HEREVice Mondays Ladies Night At Tongue and Groove - RSVP HERE	https://www.eventbrite.com/e/vice-mondays-ladies-night-at-tongue-and-groove-rsvp-here-tickets-16926238836?aff=ebdssbdestsearch	null	null	null		null	[]							
1554596949-840	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=15	"Genesis: The Past, Present and FutureGenesis: The Past, Present and Future"	https://www.eventbrite.com/e/genesis-the-past-present-and-future-tickets-55659183115?aff=ebdssbdestsearch	"Genesis: The Past, Present and Future"	"Sun, April 28, 2019"	5:30 PM – 8:30 PM EDT	65 Martin Luther King Junior Drive Southwest	$10 – $500	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Fashion""}]"							
1554596957-846	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=14	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Event""FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	https://www.eventbrite.com/e/faithtalk-atlanta-1047-the-fish-present-the-2019-women-in-ministry-event-tickets-54728196509?aff=ebdssbdestsearch	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	"Tue, May 21, 2019"	10:00 AM – 1:00 PM EDT	"Atlanta, GA 30346"	$10 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Seminar""},{""tags"":""Spirituality""}]"							
1554596813-762	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=31	Private Label: Erick Morillo - Ravine AtlantaPrivate Label: Erick Morillo - Ravine Atlanta	https://www.eventbrite.com/e/private-label-erick-morillo-ravine-atlanta-tickets-58324150103?aff=ebdssbdestsearch	Private Label: Erick Morillo - Ravine Atlanta	"Sat, May 4, 2019, 10:00 PM –"	"Sun, May 5, 2019, 3:00 AM EDT"	United States	$15 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596864-796	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=25	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT THE HIVE BUCKHEAD ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	https://www.eventbrite.com/e/atlanta-fav-brunch-party-every-sunday-bottomless-mimosas-available-at-the-hive-buckhead-tickets-39274367691?aff=ebdssbdestsearch	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	"Sun, Apr 7, 2019, 11:00 AM –"	"Mon, Apr 8, 2019, 12:30 AM EDT"	United States	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Music""}]"							
1554596847-783	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	3261 Roswell Road NW	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
1554596864-797	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=25	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT THE HIVE BUCKHEAD ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	https://www.eventbrite.com/e/atlanta-fav-brunch-party-every-sunday-bottomless-mimosas-available-at-the-hive-buckhead-tickets-39274367691?aff=ebdssbdestsearch	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	"Sun, Apr 7, 2019, 11:00 AM –"	"Mon, Apr 8, 2019, 12:30 AM EDT"	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Music""}]"							
1554596639-657	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=49	Mays High Class of 2009 ReunionMays High Class of 2009 Reunion	https://www.eventbrite.com/e/mays-high-class-of-2009-reunion-tickets-59271929938?aff=ebdssbdestsearch	Mays High Class of 2009 Reunion	"Fri, Jun 21, 2019, 9:00 PM –"	"Sat, Jun 22, 2019, 12:00 AM EDT"	No Refunds	$10 – $125	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""},{""tags"":""Other""}]"							
1554597049-893	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=3	Radical Women's 2020 Conference (Worth Conference)Radical Women's 2020 Conference (Worth Conference)	https://www.eventbrite.com/e/radical-womens-2020-conference-worth-conference-tickets-58874371831?aff=ebdssbdestsearch	Radical Women's 2020 Conference (Worth Conference)	"Thu, Mar 19, 2020, 10:00 AM –"	"Sat, Mar 21, 2020, 4:00 PM EDT"	2500 Burdett Road	$20 – $200	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596734-723	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=38	Plant WorkshopsPlant Workshops	https://www.eventbrite.com/e/plant-workshops-tickets-54777220140?aff=ebdssbdestsearch	Plant Workshops	"Sat, April 27, 2019"	11:00 AM – 1:30 PM EDT	United States	$75 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Home & Lifestyle""}]"							
1554596938-838	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=16	Encore! Drinks and Disney - Adults OnlyEncore! Drinks and Disney - Adults Only	https://www.eventbrite.com/e/encore-drinks-and-disney-adults-only-tickets-59394510580?aff=ebdssbdestsearch	Encore! Drinks and Disney - Adults Only	"Sat, April 6, 2019"	8:30 PM – 10:00 PM EDT	Refunds up to 7 days before event	$20 	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596692-694	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=43	The Power Of CreditThe Power Of Credit	https://www.eventbrite.com/e/the-power-of-credit-tickets-59289991962?aff=ebdssbdestsearch	The Power Of Credit	"Sat, April 13, 2019"	2:00 PM – 4:00 PM EDT	United States	Free	"[{""tags"":""Things to do in Ellenwood, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596780-740	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=34	Just Chef Mack’s Spring Time Brunch EventJust Chef Mack’s Spring Time Brunch Event	https://www.eventbrite.com/e/just-chef-macks-spring-time-brunch-event-tickets-57761334707?aff=ebdssbdestsearch	Just Chef Mack’s Spring Time Brunch Event	"Sun, April 14, 2019"	12:00 PM – 3:00 PM EDT	Midtown Collective	$55 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596743-727	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=37	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership South Fulton)2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	https://www.eventbrite.com/e/2019-leadercast-south-fulton-one-day-conference-kick-off-to-leadership-south-fulton-tickets-51207747752?aff=ebdssbdestsearch	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	"Fri, June 7, 2019"	9:00 AM – 4:00 PM EDT	"Atlanta, GA 30337"	$140 – $600	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596997-874	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=9	Cobb County Prayer Breakfast 2019Cobb County Prayer Breakfast 2019	https://www.eventbrite.com/e/cobb-county-prayer-breakfast-2019-tickets-54754894363?aff=ebdssbdestsearch	Cobb County Prayer Breakfast 2019	"Thu, May 2, 2019"	6:30 AM – 9:00 AM EDT	"Atlanta, GA 30339"	"$25 – $1,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Other""},{""tags"":""Spirituality""}]"							
